Date,Ticker,Open,High,Low,Close,Volume,Adj Close
2012-05-14,AAPL,16.88842120566842,17.036720006917864,16.739221379258677,16.75783348083496,352626400,16.75783348083496
2012-05-14,AMZN,11.279999732971191,11.364500045776367,11.125499725341797,11.146499633789062,61932000,11.146499633789062
2012-05-14,GOOG,14.861711098690266,15.052684042169268,14.85676391247962,14.941366195678711,73249532,14.941366195678711
2012-05-14,NFLX,11.018570899963379,11.235713958740234,10.80142879486084,10.994285583496094,37849700,10.994285583496094
2012-05-15,AAPL,16.854801131273675,16.907935968912142,16.563604841809024,16.606233596801758,476336000,16.606233596801758
2012-05-15,AMZN,11.324999809265137,11.530500411987305,11.149999618530273,11.219499588012695,114274000,11.219499588012695
2012-05-15,GOOG,14.974761425810039,15.213476659012434,14.93518109437403,15.11724853515625,84399167,15.11724853515625
2012-05-15,NFLX,11.111429214477539,11.328571319580078,11.014286041259766,11.068571090698242,31319400,11.068571090698242
2012-05-16,AAPL,16.632641652325464,16.717899109712654,16.24207951343867,16.393381118774414,560896000,16.393381118774414
2012-05-16,AMZN,11.25,11.399999618530273,11.125,11.20300006866455,105236000,11.20300006866455
2012-05-16,GOOG,15.286698583145935,15.587009726689448,15.236728500167068,15.558066368103027,194128926,15.558066368103027
2012-05-16,NFLX,11.081428527832031,11.205714225769043,10.521429061889648,10.600000381469727,36699600,10.600000381469727
2012-05-17,AAPL,16.370269869784714,16.43601422810762,15.91426467895508,15.914264678955078,717220000,15.914264678955078
2012-05-17,AMZN,11.2524995803833,11.300000190734863,10.904500007629395,10.918000221252441,90110000,10.918000221252441
2012-05-17,GOOG,15.679280722472924,15.778724561171158,15.367589057172232,15.41261100769043,134654835,15.41261100769043
2012-05-17,NFLX,10.60714340209961,10.630000114440918,10.271429061889648,10.281429290771484,23778300,10.281429290771484
2012-05-18,AAPL,16.02954162478347,16.313231413464898,15.675905365686647,15.922069549560547,732292400,15.922069549560547
2012-05-18,AMZN,10.970499992370605,10.981499671936035,10.64050006866455,10.692500114440918,104634000,10.692500114440918
2012-05-18,GOOG,15.46332315707699,15.64440076899336,14.760782032248278,14.852310180664062,239835606,14.852310180664062
2012-05-18,META,41.792356181854956,44.724282100009326,37.767171551118984,37.99576187133789,573576400,37.99576187133789
2012-05-18,NFLX,10.328571319580078,10.39285659790039,9.337142944335938,9.994285583496094,29415400,9.994285583496094
2012-05-21,AAPL,16.045754257308026,16.857497602073835,16.032243692347404,16.84969139099121,631106000,16.84969139099121
2012-05-21,AMZN,10.701499938964844,10.99899959564209,10.640999794006348,10.905500411987305,71596000,10.905500411987305
2012-05-21,GOOG,14.855032058337805,15.230545551544461,14.842415455118948,15.191459655761719,123477094,15.191459655761719
2012-05-21,META,36.30618150999695,36.43538606880356,32.79781083674485,33.82149887084961,168192700,33.82149887084961
2012-05-21,NFLX,9.978570938110352,10.312856674194336,9.649999618530273,10.248571395874023,25143300,10.248571395874023
2012-05-22,AAPL,17.097951864752687,17.22793990659573,16.588512186469607,16.720300674438477,694870400,16.720300674438477
2012-05-22,AMZN,10.915499687194824,10.943499565124512,10.697999954223633,10.766500473022461,74662000,10.766500473022461
2012-05-22,GOOG,15.174885055167268,15.1840368275135,14.743465467702638,14.862204551696777,122533571,14.862204551696777
2012-05-22,META,32.41020052074436,33.38419564738151,30.750432464034663,30.8100643157959,101786600,30.8100643157959
