Date,Ticker,Open,High,Low,Close,Volume,Adj Close
2012-05-14,AAPL,16.88842120566842,17.036720006917864,16.739221379258677,16.75783348083496,352626400,16.75783348083496
2012-05-15,AAPL,16.854801131273675,16.907935968912142,16.563604841809024,16.606233596801758,476336000,16.606233596801758
2012-05-16,AAPL,16.632641652325464,16.717899109712654,16.24207951343867,16.393381118774414,560896000,16.393381118774414
2012-05-17,AAPL,16.370269869784714,16.43601422810762,15.91426467895508,15.914264678955078,717220000,15.914264678955078
2012-05-18,AAPL,16.02954162478347,16.313231413464898,15.675905365686647,15.922069549560547,732292400,15.922069549560547
2012-05-21,AAPL,16.045754257308026,16.857497602073835,16.032243692347404,16.84969139099121,631106000,16.84969139099121
2012-05-22,AAPL,17.097951864752687,17.22793990659573,16.588512186469607,16.720300674438477,694870400,16.720300674438477
2012-05-23,AAPL,16.736214246800913,17.195523729990526,16.608029822692806,17.128278732299805,584897600,17.128278732299805
2012-05-24,AAPL,17.28768779757855,17.306601308191773,16.848192770251107,16.970975875854492,496230000,16.970975875854492
2012-05-25,AAPL,16.949059565569122,16.986884980155047,16.765335436188643,16.88001251220703,328507200,16.88001251220703
2012-05-29,AAPL,17.138480903789112,17.231542969023405,16.970669058561644,17.179607391357422,380508800,17.179607391357422
2012-05-30,AAPL,17.08745057063766,17.411367432764894,17.00819725073974,17.386751174926758,529429600,17.386751174926758
2012-05-31,AAPL,17.433872453554624,17.456688252487496,17.155287556500824,17.34351348876953,491674400,17.34351348876953
2012-06-01,AAPL,17.086247160059344,17.19101774692339,16.826873863714095,16.84098243713379,520987600,16.84098243713379
2012-06-04,AAPL,16.85629489247717,17.036414896343036,16.466034082477567,16.94005012512207,556995600,16.94005012512207
2012-06-05,AAPL,16.84938840885771,17.005493362128135,16.761129661861396,16.89621925354004,388214400,16.89621925354004
2012-06-06,AAPL,17.044525355205778,17.22704707081433,16.976379318735653,17.15530014038086,401455600,17.15530014038086
2012-06-07,AAPL,17.33031539250194,17.331214814282767,17.126478520462744,17.163103103637695,379766800,17.163103103637695
2012-06-08,AAPL,17.159491666277802,17.42907276321773,17.081439211441122,17.421266555786133,347516400,17.421266555786133
2012-06-11,AAPL,17.643423072163934,17.666838497877425,17.130379150589523,17.146591186523438,591264800,17.146591186523438
2012-06-12,AAPL,17.245355669493563,17.3101973928744,17.012399064498858,17.296388626098633,435380400,17.296388626098633
2012-06-13,AAPL,17.247157076317865,17.36603624788084,17.122873358674177,17.17630958557129,293580000,17.17630958557129
2012-06-14,AAPL,17.148684965340607,17.21653115576849,17.029206217543994,17.157390594482422,345573200,17.157390594482422
